1020-F-44	PQ625089	1	1637	469	1637	100	39.1057	39	59.9
1020-F-44	PQ624986	1	1567	3771	1567	100	331.417	38.9	60
1020-F-44	PQ624879	1	1434	4467	1434	100	420.931	39	60
1020-F-0818-D4	PQ624987	1	1564	7081	1564	100	621.445	38.9	60
1020-F-0818-D4	PQ625090	1	1667	4193	1667	100	342.127	39	60
1020-F-0818-D4	PQ624880	1	1480	7204	1480	100	672.422	39	60
1020-F-0818-D4	PQ625172	1	1411	4264	1411	100	418.165	39	60
1020-M-0818-A7	PQ625096	1	1623	266	1623	100	22.7104	39.1	60
1020-M-0818-A7	PQ624993	1	1559	428	1559	100	37.5029	39.2	60
1020-M-0818-A7	PQ625175	1	1385	362	1385	100	35.9321	39	60
1020-M-0818-A7	PQ624886	1	1479	316	1479	100	28.6755	38.8	59.7
1428-M-3	PQ625100	1	1663	1043	1663	100	82.5803	39	60
1428-M-3	PQ624891	1	1489	4334	1489	100	388.471	38.8	57.1
1428-M-3	PQ624997	1	1574	7473	1574	100	640.948	39	60
1428-M-3	PQ624890	1	1492	6361	1492	100	578.526	39	57.7
Adobe-C2	PQ624899	1	1508	27664	1508	100	2642.33	39.1	60
Adobe-C2	PQ625107	1	1679	4349	1679	100	372.506	39.1	60
Adobe-C2	PQ625004	1	1573	7829	1573	100	711.038	39.1	60
ME-M-1	PQ624914	1	1498	186157	1498	100	17747.7	39.2	60
ME-M-1	PQ625120	1	1684	83932	1684	100	7091.9	39.2	60
ME-M-1	PQ625019	1	1573	88519	1573	100	8005.16	39.1	60
ME-M-1	PQ625191	1	1453	64848	1453	100	6352.6	39.2	60
ME-M-11	PQ624923	1	1496	69479	1496	100	6645.15	39.2	60
ME-M-11	PQ625128	1	1686	30812	1686	100	2617.16	39.2	60
ME-M-11	PQ625196	1	1456	23988	1456	100	2349.5	39.3	60
ME-M-11	PQ625027	1	1572	29728	1572	100	2697.95	39.2	60
Myrtle-D5	PQ625134	1	1667	453	1667	100	38.5279	39	60
Myrtle-D5	PQ625033	1	1561	1926	1561	100	178.638	39.1	60
Myrtle-D5	PQ624929	1	1486	2766	1486	100	270.024	39.2	60
1428-M-21	PQ624894	1	1501	34197	1501	100	3278.08	39.1	60
1428-M-21	PQ625102	1	1651	25851	1651	100	2240.49	39.1	60
1428-M-21	PQ624999	1	1573	25325	1573	100	2314.33	39	60
1020-D3	PQ625083	1	1605	204	1605	100	17.2847	39	60
1020-D3	PQ624872	1	1469	383	1469	100	34.9312	39	60
1020-D3	PQ625168	1	1391	337	1391	100	32.5464	39.1	60
1020-D3	PQ624980	1	1556	629	1556	100	54.9614	38.9	59.9
Penn-M-2	PQ625050	1	1572	7755	1572	100	693.734	39.2	60
Penn-M-2	PQ624945	1	1486	5443	1486	100	515.871	39.2	59.8
Penn-M-2	PQ625208	1	1456	10721	1456	100	1044.85	39.2	60
Penn-M-2	PQ625148	1	1671	2963	1671	100	246.577	39.3	60
500-M-16	PQ624961	1	1555	3497	1555	100	298.579	39	60
500-M-16	PQ625064	1	1644	769	1644	100	59.7725	39	60
500-M-16	PQ624851	1	1490	8253	1490	100	747.002	39	60
Penn-F-1	PQ625200	1	1413	188	1413	100	18.9299	39.3	60
Penn-F-1	PQ625041	1	1553	195	1553	100	17.4456	39.3	60
Penn-F-1	PQ624938	1	1445	122	1445	100	11.9709	38.9	60
500-M-F10	PQ625165	1	1454	11497	1454	100	1035.93	39.1	60
500-M-F10	PQ624864	1	1500	15321	1500	100	1353.82	39.1	60
500-M-F10	PQ624973	1	1572	24827	1572	100	2069.69	39	60
500-M-F10	PQ625076	1	1685	16531	1685	100	1282.81	39.1	60
sim-20-TD-4	PQ624843	1	1487	1899	1487	100	184.746	39	58.8
sim-20-TD-4	PQ625058	1	1643	429	1643	100	37.9757	39	60
sim-20-TD-4	PQ624954	1	1566	2062	1566	100	189.661	39.1	60
sim-20-TD-4	PQ624844	1	1463	2288	1463	100	225.889	39.1	58.8
1020-F1	PQ624981	1	1560	899	1560	100	77.7769	38.9	60
1020-F1	PQ624873	1	1480	762	1480	100	67.975	39.1	60
1020-F1	PQ625084	1	1551	129	1551	100	11.1406	38.6	60
500-M-61-2	PQ625069	1	1669	6470	1669	100	526.015	39	60
500-M-61-2	PQ624857	1	1486	5800	1486	100	530.175	39	60
500-M-61-2	PQ624966	1	1569	4734	1569	100	411.383	38.9	60
500-M-61-2	PQ625159	1	1356	88	1356	100	8.69838	39.2	60
ME-M-10	PQ624922	1	1497	15955	1497	100	1537.94	39.1	60
ME-M-10	PQ625127	1	1682	2750	1682	100	232.543	39.1	60
ME-M-10	PQ625026	1	1534	10475	1534	100	965.754	39.2	60
James-A4	PQ625013	1	1575	11073	1575	100	1007.81	39	60
James-A4	PQ625116	1	1678	1354	1678	100	113.662	39.1	60
James-A4	PQ624908	1	1497	23338	1497	100	2240.86	39.1	60
500-M-60	PQ624965	1	1567	3170	1567	100	272.659	39.1	60
500-M-60	PQ624856	1	1506	3912	1506	100	356.628	38.9	59.9
500-M-60	PQ624855	1	1485	2711	1485	100	247.327	38.9	59.9
500-M-60	PQ625068	1	1677	735	1677	100	58.6983	38.9	60
Myrtle-D11	PQ624930	1	1507	12349	1507	100	1185.15	38.9	60
Myrtle-D11	PQ625034	1	1575	8588	1575	100	789.706	39	60
Myrtle-D11	PQ625135	1	1662	1047	1662	100	91.438	39	60
ME-F-9	PQ624913	1	1494	1441	1494	100	132.95	39.4	60
ME-F-9	PQ625018	1	1571	708	1571	100	63.1292	39.3	59.9
500-M-71-2	PQ625073	1	1681	41278	1681	100	3383.5	38.9	60
500-M-71-2	PQ625163	1	1452	92541	1452	100	8804.7	39	60
500-M-71-2	PQ624861	1	1493	54202	1493	100	5021.22	38.9	60
500-M-71-2	PQ624970	1	1568	115913	1568	100	10203.3	38.9	60
Penn-M-8	PQ625210	1	1413	178	1413	100	17.8677	39.2	60
Penn-M-8	PQ624947	1	1473	221	1473	100	21.0706	39.3	59.8
Penn-M-8	PQ625149	1	1630	154	1630	100	13.3209	39.1	59.9
Penn-M-8	PQ625051	1	1510	386	1510	100	36.5238	39.2	60
ME-M-3	PQ625056	1	1571	2703	1571	100	235.619	39.4	60
ME-M-3	PQ625214	1	1436	1500	1436	100	144.971	39.3	60
ME-M-3	PQ625153	1	1679	1422	1679	100	115.379	39.4	60
ME-M-3	PQ624952	1	1487	5638	1487	100	523.077	39.3	60
CVID-0911-F4	PQ625111	1	1683	15184	1683	100	1199.29	39	60
CVID-0911-F4	PQ625008	1	1571	13054	1571	100	1113.73	39.1	60
CVID-0911-F4	PQ624903	1	1489	23087	1489	100	2070.48	39.1	60
CVID-0911-F4	PQ625181	1	1453	11535	1453	100	1055.03	39.1	60
1020-F-0818-D11	PQ624988	1	1570	1718	1570	100	148.79	38.9	60
1020-F-0818-D11	PQ624881	1	1484	3163	1484	100	291.698	38.9	60
1020-F-0818-D11	PQ625091	1	1629	371	1629	100	31.2044	39	60
CVID-0825-C10	PQ625007	1	1564	9106	1564	100	798.419	39	60
CVID-0825-C10	PQ624902	1	1489	8060	1489	100	746.725	39	60
CVID-0825-C10	PQ625110	1	1676	7217	1676	100	585.643	39	60
CVID-1006-H2	PQ624906	1	1485	22717	1485	100	2105.01	39	60
CVID-1006-H2	PQ625011	1	1571	30666	1571	100	2658.98	39	60
CVID-1006-H2	PQ625184	1	1454	27481	1454	100	2587.37	39	60
CVID-1006-H2	PQ625114	1	1686	18460	1686	100	1488.68	39	60
500-M-65	PQ624860	1	1490	18753	1490	100	1728.32	39	60
500-M-65	PQ624969	1	1570	26803	1570	100	2346.25	39	60
500-M-65	PQ625162	1	1452	11502	1452	100	1083	39	60
500-M-65	PQ625072	1	1682	9108	1682	100	741.054	39	60
Adobe-B6	PQ624897	1	1498	8997	1498	100	853.209	39.2	60
Adobe-B6	PQ625002	1	1573	4104	1573	100	368.742	39.2	60
Adobe-B6	PQ625105	1	1676	1764	1676	100	148.305	39.1	60
500-M-57	PQ625158	1	1453	9888	1453	100	893.811	39.1	60
500-M-57	PQ625067	1	1675	14323	1675	100	1126.73	39	60
500-M-57	PQ624854	1	1501	13719	1501	100	1224.47	39	60
500-M-57	PQ624964	1	1568	20766	1568	100	1776.82	39	60
Peach-8-F7	PQ625037	1	1567	24132	1567	100	2066.74	39	60
Peach-8-F7	PQ624933	1	1490	15272	1490	100	1377.25	39	60
Peach-8-F7	PQ625138	1	1682	19621	1682	100	1559.93	39	60
mel-21-MDS-9	PQ625154	1	1445	4605	1445	100	457.877	39.2	60
mel-21-MDS-9	PQ625059	1	1682	7972	1682	100	675.146	39.1	60
mel-21-MDS-9	PQ624955	1	1570	11597	1570	100	1059.44	39	60
mel-21-MDS-9	PQ624845	1	1490	7386	1490	100	710.706	39.1	60
Penn-F-4	PQ625044	1	1567	9994	1567	100	907.087	39.2	59.9
Penn-F-4	PQ625045	1	1570	1584	1570	100	143.263	39.1	59.9
Penn-F-4	PQ624941	1	1482	586	1482	100	56.527	39.2	60
Penn-F-4	PQ625145	1	1666	607	1666	100	52.5258	39.3	60
Penn-F-4	PQ624942	1	1496	19794	1496	100	1889.8	39.1	60
Penn-F-4	PQ625204	1	1426	316	1426	100	30.9046	39.1	60
Penn-F-4	PQ625144	1	1679	1960	1679	100	167.319	39.2	60
Penn-F-2	PQ625042	1	1572	530521	1572	100	48088.6	39.1	60
Penn-F-2	PQ625201	1	1452	382723	1452	100	37758.4	39.2	0.0246
Penn-F-2	PQ625202	1	1451	381069	1451	100	37630.2	39.2	0
Penn-F-2	PQ625142	1	1685	223880	1685	100	18876.7	39.1	60
Penn-F-2	PQ624939	1	1497	357041	1497	100	34070.5	39.1	60
Adobe-B4	PQ624896	1	1509	10135	1509	100	967.852	39.1	60
Adobe-B4	PQ625104	1	1668	1013	1668	100	86.482	39.1	60
Adobe-B4	PQ625001	1	1573	2820	1573	100	255.989	39.1	60
Penn-F-3	PQ625143	1	1686	69062	1686	100	5811.49	39.2	60
Penn-F-3	PQ624940	1	1501	82713	1501	100	7853.22	39.2	60
Penn-F-3	PQ625043	1	1572	121357	1572	100	11039.2	39.1	60
Penn-F-3	PQ625203	1	1455	30215	1455	100	2942.39	39.2	60
ME-M-17	PQ625130	1	1683	4102	1683	100	350.054	39.2	60
ME-M-17	PQ624925	1	1495	57779	1495	100	5563.81	39.1	60
ME-M-17	PQ625029	1	1574	21975	1574	100	2013.55	39.2	60
Peach-13-H7	PQ625141	1	1641	156	1641	100	12.2968	39.2	59.9
Peach-13-H7	PQ625199	1	1400	130	1400	100	12.68	39	60
Peach-13-H7	PQ624936	1	1445	192	1445	100	16.4671	39.2	59.2
Peach-13-H7	PQ624937	1	1383	60	1383	100	6.18149	39.1	60
Peach-13-H7	PQ625040	1	1560	205	1560	100	18.1058	39	60
500-M-54	PQ625066	1	1682	10130	1682	100	809.269	39	60
500-M-54	PQ624853	1	1485	9643	1485	100	883.356	39.1	60
500-M-54	PQ624963	1	1570	12418	1570	100	1070.44	39	60
1020-M-19	PQ624884	1	1490	236037	1490	100	21821.4	38.9	60
1020-M-19	PQ624991	1	1571	455033	1571	100	39989.9	38.9	60
1020-M-19	PQ625173	1	1451	215270	1451	100	20423.9	39	60
1020-M-19	PQ625094	1	1684	124093	1684	100	10119.3	38.9	60
ME-F-3	PQ625119	1	1681	14558	1681	100	1222.43	39.3	60
ME-F-3	PQ625190	1	1455	13857	1455	100	1341.44	39.3	60
