Window Start	Percent Identity
1	91.00
2	90.00
3	90.00
4	90.00
5	90.00
6	89.00
7	89.00
8	89.00
9	89.00
10	89.00
11	89.00
12	89.00
13	89.00
14	89.00
15	88.00
16	87.00
17	87.00
18	87.00
19	87.00
20	87.00
21	87.00
22	87.00
23	87.00
24	86.00
25	86.00
26	86.00
27	85.00
28	85.00
29	85.00
30	85.00
31	85.00
32	84.00
33	84.00
34	84.00
35	85.00
36	85.00
37	85.00
38	85.00
39	85.00
40	85.00
41	86.00
42	86.00
43	86.00
44	86.00
45	87.00
46	87.00
47	87.00
48	87.00
49	87.00
50	87.00
51	87.00
52	87.00
53	87.00
54	87.00
55	87.00
56	86.00
57	86.00
58	85.00
59	85.00
60	84.00
61	84.00
62	84.00
63	83.00
64	83.00
65	82.00
66	81.00
67	81.00
68	81.00
69	81.00
70	80.00
71	80.00
72	80.00
73	79.00
74	79.00
75	79.00
76	78.00
77	78.00
78	77.00
79	76.00
80	75.00
81	74.00
82	74.00
83	74.00
84	74.00
85	74.00
86	73.00
87	72.00
88	72.00
89	72.00
90	72.00
91	72.00
92	71.00
93	70.00
94	71.00
95	70.00
96	69.00
97	69.00
98	70.00
99	70.00
100	70.00
101	70.00
102	70.00
103	69.00
104	69.00
105	69.00
106	70.00
107	70.00
108	69.00
109	69.00
110	69.00
111	69.00
112	68.00
113	67.00
114	67.00
115	68.00
116	69.00
117	68.00
118	67.00
119	67.00
120	66.00
121	65.00
122	65.00
123	65.00
124	65.00
125	65.00
126	65.00
127	66.00
128	66.00
129	66.00
130	66.00
131	66.00
132	67.00
133	67.00
134	67.00
135	67.00
136	67.00
137	67.00
138	67.00
139	67.00
140	67.00
141	67.00
142	67.00
143	67.00
144	67.00
145	67.00
146	67.00
147	67.00
148	67.00
149	67.00
150	66.00
151	66.00
152	66.00
153	66.00
154	66.00
155	66.00
156	67.00
157	67.00
158	68.00
159	69.00
160	69.00
161	69.00
162	69.00
163	70.00
164	70.00
165	71.00
166	72.00
167	71.00
168	71.00
169	70.00
170	71.00
171	71.00
172	70.00
173	71.00
174	70.00
175	70.00
176	71.00
177	71.00
178	72.00
179	72.00
180	72.00
181	73.00
182	73.00
183	73.00
184	73.00
185	73.00
186	74.00
187	75.00
188	75.00
189	75.00
190	74.00
191	74.00
192	75.00
193	75.00
194	75.00
195	76.00
196	77.00
197	77.00
198	77.00
199	77.00
200	77.00
201	78.00
202	78.00
203	78.00
204	77.00
205	77.00
206	77.00
207	77.00
208	78.00
209	77.00
210	77.00
211	76.00
212	77.00
213	77.00
214	77.00
215	76.00
216	75.00
217	75.00
218	76.00
219	76.00
220	77.00
221	78.00
222	78.00
223	78.00
224	78.00
225	78.00
226	78.00
227	78.00
228	77.00
229	76.00
230	76.00
231	76.00
232	75.00
233	75.00
234	74.00
235	73.00
236	73.00
237	73.00
238	73.00
239	73.00
240	73.00
241	72.00
242	72.00
243	71.00
244	70.00
245	69.00
246	69.00
247	69.00
248	69.00
249	69.00
250	70.00
251	69.00
252	68.00
253	68.00
254	68.00
255	68.00
256	68.00
257	68.00
258	68.00
259	67.00
260	68.00
261	68.00
262	68.00
263	68.00
264	68.00
265	68.00
266	68.00
267	69.00
268	69.00
269	70.00
270	70.00
271	70.00
272	71.00
273	71.00
274	71.00
275	70.00
276	70.00
277	71.00
278	71.00
279	72.00
280	72.00
281	72.00
282	73.00
283	73.00
284	73.00
285	73.00
286	73.00
287	73.00
288	73.00
289	73.00
290	74.00
291	74.00
292	74.00
293	75.00
294	75.00
295	74.00
296	74.00
297	74.00
298	74.00
299	74.00
300	74.00
301	74.00
302	75.00
303	76.00
304	76.00
305	76.00
306	76.00
307	75.00
308	75.00
309	76.00
310	76.00
311	77.00
312	77.00
313	78.00
314	78.00
315	79.00
316	80.00
317	81.00
318	81.00
319	81.00
320	81.00
321	81.00
322	81.00
323	81.00
324	82.00
325	82.00
326	82.00
327	82.00
328	83.00
329	84.00
330	84.00
331	84.00
332	85.00
333	85.00
334	86.00
335	87.00
336	87.00
337	86.00
338	86.00
339	86.00
340	86.00
341	87.00
342	87.00
343	87.00
344	88.00
345	89.00
346	89.00
347	89.00
348	89.00
349	89.00
350	89.00
351	90.00
352	91.00
353	91.00
354	91.00
355	91.00
356	91.00
357	91.00
358	91.00
359	92.00
360	92.00
361	92.00
362	92.00
363	92.00
364	92.00
365	92.00
366	92.00
367	92.00
368	92.00
369	92.00
370	92.00
371	91.00
372	91.00
373	91.00
374	92.00
375	92.00
376	92.00
377	92.00
378	92.00
379	92.00
380	93.00
381	93.00
382	92.00
383	92.00
384	92.00
385	92.00
386	92.00
387	92.00
388	92.00
389	92.00
390	92.00
391	92.00
392	92.00
393	92.00
394	91.00
395	91.00
396	91.00
397	91.00
398	91.00
399	91.00
400	91.00
401	91.00
402	91.00
403	91.00
404	91.00
405	91.00
406	91.00
407	91.00
408	90.00
409	90.00
410	90.00
411	89.00
412	88.00
413	88.00
414	88.00
415	88.00
416	88.00
417	88.00
418	88.00
419	88.00
420	88.00
421	88.00
422	87.00
423	87.00
424	87.00
425	87.00
426	87.00
427	87.00
428	86.00
429	86.00
430	86.00
431	86.00
432	86.00
433	86.00
434	86.00
435	86.00
436	86.00
437	87.00
438	87.00
439	86.00
440	86.00
441	86.00
442	86.00
443	87.00
444	87.00
445	87.00
446	87.00
447	87.00
448	87.00
449	86.00
450	86.00
451	85.00
452	85.00
453	85.00
454	85.00
455	85.00
456	85.00
457	85.00
458	85.00
459	85.00
460	85.00
461	85.00
462	85.00
463	85.00
464	85.00
465	85.00
466	85.00
467	85.00
468	85.00
469	85.00
470	85.00
471	86.00
472	86.00
473	86.00
474	86.00
475	87.00
476	87.00
477	87.00
478	87.00
479	87.00
480	86.00
481	86.00
482	87.00
483	87.00
484	87.00
485	87.00
486	87.00
487	87.00
488	87.00
489	87.00
490	87.00
491	87.00
492	87.00
493	87.00
494	88.00
495	89.00
496	89.00
497	89.00
498	89.00
499	89.00
500	89.00
501	89.00
502	89.00
503	89.00
504	90.00
505	90.00
506	90.00
507	91.00
508	92.00
509	92.00
510	92.00
511	93.00
512	93.00
513	93.00
514	93.00
515	93.00
516	93.00
517	93.00
518	93.00
519	93.00
520	93.00
521	93.00
522	94.00
523	94.00
524	94.00
525	94.00
526	93.00
527	92.00
528	93.00
529	93.00
530	93.00
531	93.00
532	93.00
533	93.00
534	93.00
535	92.00
536	92.00
537	92.00
538	92.00
539	93.00
540	93.00
541	93.00
542	93.00
543	93.00
544	93.00
545	93.00
546	93.00
547	93.00
548	93.00
549	94.00
550	94.00
551	95.00
552	95.00
553	95.00
554	95.00
555	95.00
556	94.00
557	94.00
558	94.00
559	94.00
560	94.00
561	94.00
562	94.00
563	94.00
564	94.00
565	93.00
566	93.00
567	93.00
568	93.00
569	93.00
570	92.00
571	92.00
572	92.00
573	92.00
574	91.00
575	91.00
576	91.00
577	91.00
578	91.00
579	91.00
580	92.00
581	91.00
582	91.00
583	91.00
584	90.00
585	90.00
586	89.00
587	89.00
588	88.00
589	88.00
590	88.00
591	88.00
592	88.00
593	88.00
594	88.00
595	88.00
596	88.00
597	88.00
598	88.00
599	88.00
600	88.00
601	87.00
602	87.00
603	86.00
604	86.00
605	86.00
606	86.00
607	86.00
608	86.00
609	86.00
610	86.00
611	86.00
612	87.00
613	87.00
614	87.00
615	87.00
616	87.00
617	86.00
618	86.00
619	86.00
620	86.00
621	86.00
622	86.00
623	86.00
624	86.00
625	86.00
626	86.00
627	87.00
628	86.00
629	85.00
630	84.00
631	84.00
632	84.00
633	83.00
634	83.00
635	84.00
636	84.00
637	84.00
638	83.00
639	83.00
640	83.00
641	83.00
642	83.00
643	83.00
644	83.00
645	83.00
